Fuel,Hydrogen Source,Carbon Source,Electricity Source,Pathway Name,Region,Year,CapEx [$/tonne],OpEx [$/tonne],LCOF [$/tonne],Emissions [kg CO2e / kg fuel],Comment
compressed_hydrogen,n/a,n/a,grid,grid,United States,2024,155737.40000000002,159344.24400000015,315081.6440000002,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Brazil,2024,155737400.00000003,159344244.00000015,315081644.0000002,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Canada,2024,155737400000.00003,159344244000.00015,315081644000.0002,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Mexico,2024,155737400000000.03,159344244000000.16,315081644000000.2,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Australia,2024,1.5573740000000003e+17,1.5934424400000016e+17,3.150816440000002e+17,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,India,2024,1.5573740000000003e+20,1.5934424400000015e+20,3.150816440000002e+20,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Indonesia,2024,1.5573740000000003e+23,1.5934424400000015e+23,3.150816440000002e+23,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Philippines,2024,1.5573740000000005e+26,1.5934424400000015e+26,3.150816440000002e+26,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Singapore,2024,1.5573740000000005e+29,1.5934424400000013e+29,3.150816440000002e+29,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Thailand,2024,1.5573740000000006e+32,1.5934424400000013e+32,3.150816440000002e+32,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,China,2024,1.5573740000000006e+35,1.5934424400000012e+35,3.1508164400000016e+35,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Japan,2024,1.5573740000000005e+38,1.5934424400000012e+38,3.1508164400000015e+38,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Russia,2024,1.5573740000000005e+41,1.5934424400000012e+41,3.1508164400000017e+41,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,South Korea,2024,1.5573740000000005e+44,1.5934424400000012e+44,3.1508164400000017e+44,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Taipei,2024,1.5573740000000006e+47,1.5934424400000012e+47,3.150816440000002e+47,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,South Arabia,2024,1.5573740000000005e+50,1.5934424400000011e+50,3.150816440000002e+50,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,South Africa,2024,1.5573740000000005e+53,1.5934424400000012e+53,3.1508164400000017e+53,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Turkey,2024,1.5573740000000004e+56,1.5934424400000013e+56,3.1508164400000015e+56,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Belgium,2024,1.5573740000000003e+59,1.5934424400000013e+59,3.1508164400000016e+59,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,France,2024,1.5573740000000003e+62,1.5934424400000014e+62,3.1508164400000017e+62,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Germany,2024,1.5573740000000002e+65,1.5934424400000013e+65,3.1508164400000013e+65,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Italy,2024,1.5573740000000003e+68,1.5934424400000014e+68,3.1508164400000016e+68,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Netherlands,2024,1.5573740000000003e+71,1.5934424400000014e+71,3.1508164400000017e+71,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Spain,2024,1.5573740000000002e+74,1.5934424400000013e+74,3.1508164400000015e+74,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,United Kingdom,2024,1.557374e+77,1.5934424400000013e+77,3.1508164400000017e+77,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Czech Republic,2024,1.5573740000000002e+80,1.5934424400000012e+80,3.1508164400000017e+80,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
compressed_hydrogen,n/a,n/a,grid,grid,Finland,2024,1.5573740000000002e+83,1.5934424400000012e+83,3.1508164400000015e+83,0.030000000000000027,compression of STP hydrogen to gaseous hydrogen at 700 bar
